dataset,model,WQL,MASE,win_rate,n_valid_mase,n_series,elapsed_s,forecast_s,metric_s,vis_s,repeat1_WQL,repeat1_MASE,repeat2_WQL,repeat2_MASE,coe_mau_repeat1_count,coe_mau_repeat1_sum,coe_mau_repeat1_sum_sq,coe_mau_repeat1_min,coe_mau_repeat1_max,coe_mau_repeat2_count,coe_mau_repeat2_sum,coe_mau_repeat2_sum_sq,coe_mau_repeat2_min,coe_mau_repeat2_max,coe_repeat1_mauhist_under,coe_repeat1_mauhist_over,coe_repeat1_mauhist_nan,coe_repeat1_mauhist_b00,coe_repeat1_mauhist_b01,coe_repeat1_mauhist_b02,coe_repeat1_mauhist_b03,coe_repeat1_mauhist_b04,coe_repeat1_mauhist_b05,coe_repeat1_mauhist_b06,coe_repeat1_mauhist_b07,coe_repeat1_mauhist_b08,coe_repeat1_mauhist_b09,coe_repeat1_mauhist_b10,coe_repeat1_mauhist_b11,coe_repeat1_mauhist_b12,coe_repeat1_mauhist_b13,coe_repeat1_mauhist_b14,coe_repeat1_mauhist_b15,coe_repeat1_mauhist_b16,coe_repeat1_mauhist_b17,coe_repeat1_mauhist_b18,coe_repeat1_mauhist_b19,coe_repeat1_mauhist_b20,coe_repeat1_mauhist_b21,coe_repeat1_mauhist_b22,coe_repeat1_mauhist_b23,coe_repeat1_mauhist_b24,coe_repeat1_mauhist_b25,coe_repeat1_mauhist_b26,coe_repeat1_mauhist_b27,coe_repeat2_mauhist_under,coe_repeat2_mauhist_over,coe_repeat2_mauhist_nan,coe_repeat2_mauhist_b00,coe_repeat2_mauhist_b01,coe_repeat2_mauhist_b02,coe_repeat2_mauhist_b03,coe_repeat2_mauhist_b04,coe_repeat2_mauhist_b05,coe_repeat2_mauhist_b06,coe_repeat2_mauhist_b07,coe_repeat2_mauhist_b08,coe_repeat2_mauhist_b09,coe_repeat2_mauhist_b10,coe_repeat2_mauhist_b11,coe_repeat2_mauhist_b12,coe_repeat2_mauhist_b13,coe_repeat2_mauhist_b14,coe_repeat2_mauhist_b15,coe_repeat2_mauhist_b16,coe_repeat2_mauhist_b17,coe_repeat2_mauhist_b18,coe_repeat2_mauhist_b19,coe_repeat2_mauhist_b20,coe_repeat2_mauhist_b21,coe_repeat2_mauhist_b22,coe_repeat2_mauhist_b23,coe_repeat2_mauhist_b24,coe_repeat2_mauhist_b25,coe_repeat2_mauhist_b26,coe_repeat2_mauhist_b27,coe_es_0p05_depth_sum,coe_es_0p05_depth_n,coe_es_0p05_WQL,coe_es_0p05_MASE,coe_es_0p01_depth_sum,coe_es_0p01_depth_n,coe_es_0p01_WQL,coe_es_0p01_MASE,coe_es_0p001_depth_sum,coe_es_0p001_depth_n,coe_es_0p001_WQL,coe_es_0p001_MASE
H16_philow_rhohigh_s10,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4819447442972617,0.5481177517921904,0.96484375,1024,128,6.3,4.88,0.01,0.0,0.49282768397444415,0.5426401388569819,0.4819447442972617,0.5481177517921904,1024,667.3472815454006,497.6876309261568,0.10509653389453888,1.312914490699768,1024,152.01722274534404,32.124602242898156,0.018635855987668037,0.5290789008140564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,68,339,513,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,114,303,271,251,69,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4819447442972617,0.5481177517921904,2048.0,1024,0.4819447442972617,0.5481177517921904,2048.0,1024,0.4819447442972617,0.5481177517921904
H16_philow_rhohigh_s11,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.5002603033251192,0.5460149150525719,0.966796875,1024,128,6.2,4.91,0.01,0.0,0.5194667282397316,0.5523868610804809,0.5002603033251192,0.5460149150525719,1024,656.3033656775951,480.6234902178894,0.04972321540117264,1.3590277433395386,1024,149.17723968997598,29.988583740162984,0.024194352328777313,0.5530599355697632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,63,336,521,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,107,294,306,254,56,0,0,0,0,0,0,0,0,0,2048.0,1024,0.5002603033251192,0.5460149150525719,2048.0,1024,0.5002603033251192,0.5460149150525719,2048.0,1024,0.5002603033251192,0.5460149150525719
H16_philow_rhohigh_s12,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4842531267699124,0.5469421684342639,0.9716796875,1024,128,6.2,4.9,0.01,0.0,0.4952484697390327,0.544701733211588,0.4842531267699124,0.5469421684342639,1024,657.957007728517,488.4112390900195,0.0838179737329483,1.432992696762085,1024,148.44229890592396,30.450117568096342,0.021880192682147026,0.5694727301597595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,70,345,493,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,122,296,288,242,63,1,0,0,0,0,0,0,0,0,2048.0,1024,0.4842531267699124,0.5469421684342639,2048.0,1024,0.4842531267699124,0.5469421684342639,2048.0,1024,0.4842531267699124,0.5469421684342639
H16_philow_rhohigh_s13,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4895450210193122,0.5511670492691867,0.9794921875,1024,128,6.3,4.96,0.01,0.0,0.5028757712107944,0.5489453055544893,0.4895450210193122,0.5511670492691867,1024,656.1935436800122,477.48063699891253,0.07966174930334091,1.3521833419799805,1024,143.8390129134059,28.669862975662355,0.01809706725180149,0.5133169889450073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,69,349,512,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,142,287,306,218,60,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4895450210193122,0.5511670492691867,2048.0,1024,0.4895450210193122,0.5511670492691867,2048.0,1024,0.4895450210193122,0.5511670492691867
H16_philow_rhohigh_s14,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4791461023983502,0.5537816769385235,0.9736328125,1024,128,7.7,4.92,0.01,0.0,0.49175298641576937,0.5477546746565283,0.4791461023983502,0.5537816769385235,1024,662.3441810235381,484.8626532071337,0.09221039712429047,1.34803307056427,1024,148.49310810491443,29.63836578502825,0.02066619321703911,0.5231684446334839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,50,338,541,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,111,295,313,242,55,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4791461023983502,0.5537816769385235,2048.0,1024,0.4791461023983502,0.5537816769385235,2048.0,1024,0.4791461023983502,0.5537816769385235
H16_philow_rhohigh_s15,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4862711325122706,0.5469010449622622,0.9736328125,1024,128,6.4,4.9,0.01,0.0,0.5014862071384905,0.5465876517577164,0.4862711325122706,0.5469010449622622,1024,650.0221252590418,472.17415631247707,0.06530313938856125,1.40360689163208,1024,150.1025675740093,30.60758023229113,0.021054960787296295,0.5431464314460754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,48,395,473,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,111,273,326,236,65,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4862711325122706,0.5469010449622622,2048.0,1024,0.4862711325122706,0.5469010449622622,2048.0,1024,0.4862711325122706,0.5469010449622622
H16_philow_rholow_s00,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.48289281990669186,0.5495159535960159,0.966796875,1024,128,6.3,4.85,0.01,0.0,0.4961359069258923,0.5471545358095333,0.48289281990669186,0.5495159535960159,1024,666.1777945011854,496.0507872970752,0.0902821272611618,1.4809587001800537,1024,145.9964998010546,28.84776816245441,0.01717577688395977,0.5132378935813904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,56,336,498,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,107,301,313,232,58,0,0,0,0,0,0,0,0,0,2048.0,1024,0.48289281990669186,0.5495159535960159,2048.0,1024,0.48289281990669186,0.5495159535960159,2048.0,1024,0.48289281990669186,0.5495159535960159
H16_philow_rholow_s01,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.48443740354593434,0.5527770097162921,0.97265625,1024,128,6.3,4.85,0.01,0.0,0.5016200152074807,0.5532669071475839,0.48443740354593434,0.5527770097162921,1024,656.9574329257011,478.1393660397734,0.04564610868692398,1.3202688694000244,1024,147.88719527982175,29.931008353872397,0.021696047857403755,0.6026526093482971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,58,355,516,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,131,281,295,243,59,1,0,0,0,0,0,0,0,0,2048.0,1024,0.48443740354593434,0.5527770097162921,2048.0,1024,0.48443740354593434,0.5527770097162921,2048.0,1024,0.48443740354593434,0.5527770097162921
H16_philow_rholow_s02,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.47821714164895224,0.5419630868048837,0.9658203125,1024,128,6.4,4.89,0.01,0.0,0.48552073902199067,0.5376473551476704,0.47821714164895224,0.5419630868048837,1024,659.2432179041207,483.7016703187726,0.04537941887974739,1.4168083667755127,1024,147.4124089870602,29.942235488436417,0.02233346924185753,0.5876924991607666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,71,336,527,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,123,277,315,214,75,1,0,0,0,0,0,0,0,0,2048.0,1024,0.47821714164895224,0.5419630868048837,2048.0,1024,0.47821714164895224,0.5419630868048837,2048.0,1024,0.47821714164895224,0.5419630868048837
H16_philow_rholow_s03,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4843914305239272,0.5434226433531222,0.9697265625,1024,128,7.8,6.26,0.01,0.0,0.506438489956734,0.5528001544132068,0.4843914305239272,0.5434226433531222,1024,664.5332795754075,492.04182410497026,0.07854358106851578,1.3436975479125977,1024,149.8171153422445,30.400657757532755,0.023300571367144585,0.5226974487304688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,60,343,520,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,106,291,309,257,52,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4843914305239272,0.5434226433531222,2048.0,1024,0.4843914305239272,0.5434226433531222,2048.0,1024,0.4843914305239272,0.5434226433531222
H16_philow_rholow_s04,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4778419329518998,0.5430919848611495,0.970703125,1024,128,5.9,4.91,0.01,0.0,0.49233989431339653,0.5427899036900152,0.4778419329518998,0.5430919848611495,1024,661.3495085835457,485.79634234688876,0.09491340816020966,1.3765177726745605,1024,149.90705684386194,30.989756286003054,0.018635567277669907,0.5090132355690002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,57,335,531,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,138,267,300,242,67,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4778419329518998,0.5430919848611495,2048.0,1024,0.4778419329518998,0.5430919848611495,2048.0,1024,0.4778419329518998,0.5430919848611495
H16_philow_rholow_s05,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4721225328101796,0.5434579766197907,0.96484375,1024,128,6.3,4.84,0.01,0.0,0.48292828509603125,0.5394310822247399,0.4721225328101796,0.5434579766197907,1024,666.9285808950663,492.3612785139794,0.10250498354434967,1.2690606117248535,1024,151.08261319622397,30.781955343830944,0.022074395790696144,0.5002158880233765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,60,335,524,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,107,269,334,239,64,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4721225328101796,0.5434579766197907,2048.0,1024,0.4721225328101796,0.5434579766197907,2048.0,1024,0.4721225328101796,0.5434579766197907
H16_philow_rholow_s06,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.49366873703098796,0.5513718214167889,0.9560546875,1024,128,6.3,4.86,0.01,0.0,0.5114988415593236,0.5530504060675567,0.49366873703098796,0.5513718214167889,1024,659.1009012460709,480.3897054333726,0.0816536396741867,1.3252243995666504,1024,156.13670977577567,32.94983963899702,0.024519745260477066,0.5282762050628662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,52,354,513,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,106,269,314,257,73,0,0,0,0,0,0,0,0,0,2048.0,1024,0.49366873703098796,0.5513718214167889,2048.0,1024,0.49366873703098796,0.5513718214167889,2048.0,1024,0.49366873703098796,0.5513718214167889
H16_philow_rholow_s07,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.49211711673147474,0.5555832188731451,0.97265625,1024,128,6.4,5.03,0.01,0.0,0.5075178689358608,0.553675132020653,0.49211711673147474,0.5555832188731451,1024,666.5684703439474,492.8526697873581,0.09264612197875977,1.3136531114578247,1024,149.25221178680658,30.793634515361184,0.020665470510721207,0.5363805294036865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,58,329,525,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,125,285,310,230,66,0,0,0,0,0,0,0,0,0,2048.0,1024,0.49211711673147474,0.5555832188731451,2048.0,1024,0.49211711673147474,0.5555832188731451,2048.0,1024,0.49211711673147474,0.5555832188731451
H16_philow_rholow_s08,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.48641196940214615,0.5486020664108189,0.974609375,1024,128,7.4,6.05,0.01,0.0,0.5025749859264078,0.5510612562746323,0.48641196940214615,0.5486020664108189,1024,658.8730685710907,481.6160278852068,0.15584050118923187,1.423413634300232,1024,146.82399711571634,29.32289722426978,0.018671544268727303,0.5330382585525513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,60,363,502,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,110,292,325,230,56,0,0,0,0,0,0,0,0,0,2048.0,1024,0.48641196940214615,0.5486020664108189,2048.0,1024,0.48641196940214615,0.5486020664108189,2048.0,1024,0.48641196940214615,0.5486020664108189
H16_philow_rholow_s09,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4762714080590254,0.5452921287895978,0.9775390625,1024,128,6.2,4.79,0.01,0.0,0.4836122789135997,0.540632133168772,0.4762714080590254,0.5452921287895978,1024,660.7579025477171,481.32688438813517,0.10658275336027145,1.3110284805297852,1024,146.28445532917976,29.497431435068425,0.022644318640232086,0.5984922647476196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,57,335,542,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,133,289,290,232,68,1,0,0,0,0,0,0,0,0,2048.0,1024,0.4762714080590254,0.5452921287895978,2048.0,1024,0.4762714080590254,0.5452921287895978,2048.0,1024,0.4762714080590254,0.5452921287895978
H16_philow_rholow_s10,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4819447442972617,0.5481177517921904,0.96484375,1024,128,6.1,4.68,0.01,0.0,0.49282768397444415,0.5426401388569819,0.4819447442972617,0.5481177517921904,1024,667.3472815454006,497.6876309261568,0.10509653389453888,1.312914490699768,1024,152.01722274534404,32.124602242898156,0.018635855987668037,0.5290789008140564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,68,339,513,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,114,303,271,251,69,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4819447442972617,0.5481177517921904,2048.0,1024,0.4819447442972617,0.5481177517921904,2048.0,1024,0.4819447442972617,0.5481177517921904
H16_philow_rholow_s11,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.5002603033251192,0.5460149150525719,0.966796875,1024,128,5.7,4.88,0.01,0.0,0.5194667282397316,0.5523868610804809,0.5002603033251192,0.5460149150525719,1024,656.3033656775951,480.6234902178894,0.04972321540117264,1.3590277433395386,1024,149.17723968997598,29.988583740162984,0.024194352328777313,0.5530599355697632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,63,336,521,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,107,294,306,254,56,0,0,0,0,0,0,0,0,0,2048.0,1024,0.5002603033251192,0.5460149150525719,2048.0,1024,0.5002603033251192,0.5460149150525719,2048.0,1024,0.5002603033251192,0.5460149150525719
H16_philow_rholow_s12,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4842531267699124,0.5469421684342639,0.9716796875,1024,128,6.3,4.9,0.01,0.0,0.4952484697390327,0.544701733211588,0.4842531267699124,0.5469421684342639,1024,657.957007728517,488.4112390900195,0.0838179737329483,1.432992696762085,1024,148.44229890592396,30.450117568096342,0.021880192682147026,0.5694727301597595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,70,345,493,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,122,296,288,242,63,1,0,0,0,0,0,0,0,0,2048.0,1024,0.4842531267699124,0.5469421684342639,2048.0,1024,0.4842531267699124,0.5469421684342639,2048.0,1024,0.4842531267699124,0.5469421684342639
H16_philow_rholow_s13,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4895450210193122,0.5511670492691867,0.9794921875,1024,128,7.8,6.45,0.01,0.0,0.5028757712107944,0.5489453055544893,0.4895450210193122,0.5511670492691867,1024,656.1935436800122,477.48063699891253,0.07966174930334091,1.3521833419799805,1024,143.8390129134059,28.669862975662355,0.01809706725180149,0.5133169889450073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,69,349,512,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,142,287,306,218,60,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4895450210193122,0.5511670492691867,2048.0,1024,0.4895450210193122,0.5511670492691867,2048.0,1024,0.4895450210193122,0.5511670492691867
H16_philow_rholow_s14,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4791461023983502,0.5537816769385235,0.9736328125,1024,128,5.8,4.94,0.01,0.0,0.49175298641576937,0.5477546746565283,0.4791461023983502,0.5537816769385235,1024,662.3441810235381,484.8626532071337,0.09221039712429047,1.34803307056427,1024,148.49310810491443,29.63836578502825,0.02066619321703911,0.5231684446334839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,50,338,541,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,111,295,313,242,55,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4791461023983502,0.5537816769385235,2048.0,1024,0.4791461023983502,0.5537816769385235,2048.0,1024,0.4791461023983502,0.5537816769385235
H16_philow_rholow_s15,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4862711325122706,0.5469010449622622,0.9736328125,1024,128,6.1,4.67,0.01,0.0,0.5014862071384905,0.5465876517577164,0.4862711325122706,0.5469010449622622,1024,650.0221252590418,472.17415631247707,0.06530313938856125,1.40360689163208,1024,150.1025675740093,30.60758023229113,0.021054960787296295,0.5431464314460754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,48,395,473,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,111,273,326,236,65,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4862711325122706,0.5469010449622622,2048.0,1024,0.4862711325122706,0.5469010449622622,2048.0,1024,0.4862711325122706,0.5469010449622622
H16_philow_rhomid_s00,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.48289281990669186,0.5495159535960159,0.966796875,1024,128,6.2,4.84,0.01,0.0,0.4961359069258923,0.5471545358095333,0.48289281990669186,0.5495159535960159,1024,666.1777945011854,496.0507872970752,0.0902821272611618,1.4809587001800537,1024,145.9964998010546,28.84776816245441,0.01717577688395977,0.5132378935813904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,56,336,498,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,107,301,313,232,58,0,0,0,0,0,0,0,0,0,2048.0,1024,0.48289281990669186,0.5495159535960159,2048.0,1024,0.48289281990669186,0.5495159535960159,2048.0,1024,0.48289281990669186,0.5495159535960159
H16_philow_rhomid_s01,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.48443740354593434,0.5527770097162921,0.97265625,1024,128,6.3,4.87,0.01,0.0,0.5016200152074807,0.5532669071475839,0.48443740354593434,0.5527770097162921,1024,656.9574329257011,478.1393660397734,0.04564610868692398,1.3202688694000244,1024,147.88719527982175,29.931008353872397,0.021696047857403755,0.6026526093482971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,58,355,516,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,131,281,295,243,59,1,0,0,0,0,0,0,0,0,2048.0,1024,0.48443740354593434,0.5527770097162921,2048.0,1024,0.48443740354593434,0.5527770097162921,2048.0,1024,0.48443740354593434,0.5527770097162921
H16_philow_rhomid_s02,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.47821714164895224,0.5419630868048837,0.9658203125,1024,128,6.2,4.93,0.01,0.0,0.48552073902199067,0.5376473551476704,0.47821714164895224,0.5419630868048837,1024,659.2432179041207,483.7016703187726,0.04537941887974739,1.4168083667755127,1024,147.4124089870602,29.942235488436417,0.02233346924185753,0.5876924991607666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,71,336,527,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,123,277,315,214,75,1,0,0,0,0,0,0,0,0,2048.0,1024,0.47821714164895224,0.5419630868048837,2048.0,1024,0.47821714164895224,0.5419630868048837,2048.0,1024,0.47821714164895224,0.5419630868048837
H16_philow_rhomid_s03,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4843914305239272,0.5434226433531222,0.9697265625,1024,128,7.8,4.95,0.01,0.0,0.506438489956734,0.5528001544132068,0.4843914305239272,0.5434226433531222,1024,664.5332795754075,492.04182410497026,0.07854358106851578,1.3436975479125977,1024,149.8171153422445,30.400657757532755,0.023300571367144585,0.5226974487304688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,60,343,520,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,106,291,309,257,52,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4843914305239272,0.5434226433531222,2048.0,1024,0.4843914305239272,0.5434226433531222,2048.0,1024,0.4843914305239272,0.5434226433531222
H16_philow_rhomid_s04,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4778419329518998,0.5430919848611495,0.970703125,1024,128,6.1,4.81,0.01,0.0,0.49233989431339653,0.5427899036900152,0.4778419329518998,0.5430919848611495,1024,661.3495085835457,485.79634234688876,0.09491340816020966,1.3765177726745605,1024,149.90705684386194,30.989756286003054,0.018635567277669907,0.5090132355690002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,57,335,531,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,138,267,300,242,67,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4778419329518998,0.5430919848611495,2048.0,1024,0.4778419329518998,0.5430919848611495,2048.0,1024,0.4778419329518998,0.5430919848611495
H16_philow_rhomid_s05,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4721225328101796,0.5434579766197907,0.96484375,1024,128,6.0,4.71,0.01,0.0,0.48292828509603125,0.5394310822247399,0.4721225328101796,0.5434579766197907,1024,666.9285808950663,492.3612785139794,0.10250498354434967,1.2690606117248535,1024,151.08261319622397,30.781955343830944,0.022074395790696144,0.5002158880233765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,60,335,524,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,107,269,334,239,64,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4721225328101796,0.5434579766197907,2048.0,1024,0.4721225328101796,0.5434579766197907,2048.0,1024,0.4721225328101796,0.5434579766197907
H16_philow_rhomid_s06,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.49366873703098796,0.5513718214167889,0.9560546875,1024,128,6.0,4.76,0.01,0.0,0.5114988415593236,0.5530504060675567,0.49366873703098796,0.5513718214167889,1024,659.1009012460709,480.3897054333726,0.0816536396741867,1.3252243995666504,1024,156.13670977577567,32.94983963899702,0.024519745260477066,0.5282762050628662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,52,354,513,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,106,269,314,257,73,0,0,0,0,0,0,0,0,0,2048.0,1024,0.49366873703098796,0.5513718214167889,2048.0,1024,0.49366873703098796,0.5513718214167889,2048.0,1024,0.49366873703098796,0.5513718214167889
H16_philow_rhomid_s07,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.49211711673147474,0.5555832188731451,0.97265625,1024,128,6.2,4.85,0.01,0.0,0.5075178689358608,0.553675132020653,0.49211711673147474,0.5555832188731451,1024,666.5684703439474,492.8526697873581,0.09264612197875977,1.3136531114578247,1024,149.25221178680658,30.793634515361184,0.020665470510721207,0.5363805294036865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,58,329,525,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,125,285,310,230,66,0,0,0,0,0,0,0,0,0,2048.0,1024,0.49211711673147474,0.5555832188731451,2048.0,1024,0.49211711673147474,0.5555832188731451,2048.0,1024,0.49211711673147474,0.5555832188731451
H16_philow_rhomid_s08,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.48641196940214615,0.5486020664108189,0.974609375,1024,128,8.0,6.48,0.01,0.0,0.5025749859264078,0.5510612562746323,0.48641196940214615,0.5486020664108189,1024,658.8730685710907,481.6160278852068,0.15584050118923187,1.423413634300232,1024,146.82399711571634,29.32289722426978,0.018671544268727303,0.5330382585525513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,60,363,502,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,110,292,325,230,56,0,0,0,0,0,0,0,0,0,2048.0,1024,0.48641196940214615,0.5486020664108189,2048.0,1024,0.48641196940214615,0.5486020664108189,2048.0,1024,0.48641196940214615,0.5486020664108189
