dataset,model,WQL,MASE,win_rate,n_valid_mase,n_series,elapsed_s,forecast_s,metric_s,vis_s
philow_shall_gphalf_s03_c512h1024,chronos-2:autogluon/chronos-2,0.8093428788487683,0.7749237540792127,0.9384765625,1024,256,2.5,2.28,0.15,0.0
philow_shall_gphalf_s03_c512h16,chronos-2:autogluon/chronos-2,0.6990385448536403,0.6498466316253524,0.98828125,1024,256,0.8,0.76,0.01,0.0
philow_shall_gphalf_s03_c512h256,chronos-2:autogluon/chronos-2,0.7581042319630578,0.7258104702235442,0.9599609375,1024,256,1.2,1.13,0.04,0.0
philow_shall_gphalf_s03_c512h64,chronos-2:autogluon/chronos-2,0.7070079977780506,0.6697511774111523,0.99609375,1024,256,0.9,0.83,0.01,0.0
philow_shall_gphalf_s04_c512h1024,chronos-2:autogluon/chronos-2,0.8073384599031757,0.7676421260813799,0.947265625,1024,256,2.6,2.37,0.15,0.0
philow_shall_gphalf_s04_c512h16,chronos-2:autogluon/chronos-2,0.7035092507326236,0.6447026628751082,0.9873046875,1024,256,0.8,0.75,0.01,0.0
philow_shall_gphalf_s04_c512h256,chronos-2:autogluon/chronos-2,0.7607572176602488,0.7223735171217103,0.962890625,1024,256,1.4,1.27,0.04,0.0
philow_shall_gphalf_s04_c512h64,chronos-2:autogluon/chronos-2,0.7077338153042948,0.6661803834896428,0.9853515625,1024,256,0.9,0.83,0.01,0.0
philow_shall_gphalf_s05_c512h1024,chronos-2:autogluon/chronos-2,0.8121814123382306,0.7765701091855026,0.935546875,1024,256,2.5,2.33,0.15,0.0
philow_shall_gphalf_s05_c512h16,chronos-2:autogluon/chronos-2,0.6979597025071711,0.6500525029848508,0.9853515625,1024,256,0.8,0.76,0.01,0.0
philow_shall_gphalf_s05_c512h256,chronos-2:autogluon/chronos-2,0.762620194352408,0.7276932099696101,0.9521484375,1024,256,1.2,1.14,0.04,0.0
philow_shall_gphalf_s05_c512h64,chronos-2:autogluon/chronos-2,0.7071154984761241,0.6678794626515714,0.990234375,1024,256,0.9,0.83,0.01,0.0
philow_shall_gphalf_s06_c512h1024,chronos-2:autogluon/chronos-2,0.8028054439075416,0.761330118357729,0.9599609375,1024,256,2.5,2.29,0.15,0.0
philow_shall_gphalf_s06_c512h16,chronos-2:autogluon/chronos-2,0.6949245446495962,0.6454794458383644,0.9921875,1024,256,0.8,0.75,0.01,0.0
philow_shall_gphalf_s06_c512h256,chronos-2:autogluon/chronos-2,0.7577656032980009,0.7191037457415016,0.955078125,1024,256,1.3,1.27,0.04,0.0
philow_shall_gphalf_s06_c512h64,chronos-2:autogluon/chronos-2,0.7042530211997365,0.6576644342669178,0.994140625,1024,256,0.9,0.83,0.01,0.0
philow_shall_gphalf_s07_c512h1024,chronos-2:autogluon/chronos-2,0.8068813487195066,0.7661358702669809,0.9404296875,1024,256,2.5,2.29,0.15,0.0
philow_shall_gphalf_s07_c512h16,chronos-2:autogluon/chronos-2,0.6993723108980064,0.6503598313586592,0.986328125,1024,256,0.8,0.76,0.01,0.0
philow_shall_gphalf_s07_c512h256,chronos-2:autogluon/chronos-2,0.7560618087344617,0.719093266037344,0.955078125,1024,256,1.2,1.12,0.04,0.0
philow_shall_gphalf_s07_c512h64,chronos-2:autogluon/chronos-2,0.7058061561991116,0.6619276346069469,0.9912109375,1024,256,0.9,0.83,0.01,0.0
philow_shall_gpno_s00_c512h1024,chronos-2:autogluon/chronos-2,0.8138921114527984,0.7771745660747251,0.93359375,1024,256,3.9,3.68,0.15,0.0
philow_shall_gpno_s00_c512h16,chronos-2:autogluon/chronos-2,0.6964522289724349,0.6407699912149435,0.98828125,1024,256,0.8,0.76,0.01,0.0
philow_shall_gpno_s00_c512h256,chronos-2:autogluon/chronos-2,0.7605926552448755,0.7250585366632633,0.947265625,1024,256,1.2,1.12,0.04,0.0
philow_shall_gpno_s00_c512h64,chronos-2:autogluon/chronos-2,0.7057509351179982,0.6673518774098264,0.9921875,1024,256,0.9,0.83,0.01,0.0
philow_shall_gpno_s01_c512h1024,chronos-2:autogluon/chronos-2,0.8048750239110808,0.7719239793287918,0.9453125,1024,256,2.5,2.32,0.15,0.0
philow_shall_gpno_s01_c512h16,chronos-2:autogluon/chronos-2,0.6946103416564302,0.6469356427543699,0.9892578125,1024,256,0.8,0.76,0.01,0.0
philow_shall_gpno_s01_c512h256,chronos-2:autogluon/chronos-2,0.7533738565595569,0.7225177482553168,0.9560546875,1024,256,1.2,1.12,0.04,0.0
philow_shall_gpno_s01_c512h64,chronos-2:autogluon/chronos-2,0.7003281036844484,0.6661115782196031,0.9970703125,1024,256,0.9,0.83,0.02,0.0
philow_shall_gpno_s02_c512h1024,chronos-2:autogluon/chronos-2,0.8070961658216534,0.7687410521769601,0.939453125,1024,256,2.5,2.28,0.15,0.0
philow_shall_gpno_s02_c512h16,chronos-2:autogluon/chronos-2,0.6988182510169827,0.6484864097975398,0.9873046875,1024,256,0.8,0.75,0.01,0.0
philow_shall_gpno_s02_c512h256,chronos-2:autogluon/chronos-2,0.7526187712002361,0.7194702242719708,0.962890625,1024,256,1.2,1.12,0.04,0.0
philow_shall_gpno_s02_c512h64,chronos-2:autogluon/chronos-2,0.7030200317437596,0.6660577614358363,0.990234375,1024,256,0.9,0.83,0.02,0.0
philow_shall_gpno_s03_c512h1024,chronos-2:autogluon/chronos-2,0.8252356527536953,0.792653204784772,0.927734375,1024,256,2.5,2.28,0.15,0.0
philow_shall_gpno_s03_c512h16,chronos-2:autogluon/chronos-2,0.7023004969397824,0.6528151185894076,0.98828125,1024,256,0.8,0.75,0.01,0.0
philow_shall_gpno_s03_c512h256,chronos-2:autogluon/chronos-2,0.7613922320542155,0.7311350123433596,0.9423828125,1024,256,1.2,1.12,0.04,0.0
philow_shall_gpno_s03_c512h64,chronos-2:autogluon/chronos-2,0.710057609335865,0.6710081710986635,0.9853515625,1024,256,0.9,0.83,0.01,0.0
philow_shall_gpno_s04_c512h1024,chronos-2:autogluon/chronos-2,0.8065139913213546,0.7703974856827605,0.9423828125,1024,256,2.5,2.32,0.15,0.0
philow_shall_gpno_s04_c512h16,chronos-2:autogluon/chronos-2,0.6952874109269161,0.6417848491100154,0.990234375,1024,256,0.8,0.76,0.01,0.0
philow_shall_gpno_s04_c512h256,chronos-2:autogluon/chronos-2,0.752351728650539,0.7207907079097503,0.9560546875,1024,256,1.2,1.12,0.04,0.0
philow_shall_gpno_s04_c512h64,chronos-2:autogluon/chronos-2,0.6992782693562523,0.6604512518471194,0.994140625,1024,256,0.9,0.83,0.02,0.0
philow_shall_gpno_s05_c512h1024,chronos-2:autogluon/chronos-2,0.8064567024990539,0.7726656715370852,0.935546875,1024,256,2.5,2.36,0.15,0.0
philow_shall_gpno_s05_c512h16,chronos-2:autogluon/chronos-2,0.6995419414217945,0.6477287723765315,0.984375,1024,256,0.8,0.76,0.01,0.0
philow_shall_gpno_s05_c512h256,chronos-2:autogluon/chronos-2,0.7530826436133065,0.7262170105573564,0.9619140625,1024,256,1.2,1.12,0.04,0.0
philow_shall_gpno_s05_c512h64,chronos-2:autogluon/chronos-2,0.7045242559061923,0.6684663719720411,0.9931640625,1024,256,0.9,0.83,0.01,0.0
philow_shall_gpno_s06_c512h1024,chronos-2:autogluon/chronos-2,0.8047396659108762,0.7697703559301159,0.9423828125,1024,256,3.8,3.64,0.15,0.0
philow_shall_gpno_s06_c512h16,chronos-2:autogluon/chronos-2,0.7001754699205385,0.649289906696852,0.9912109375,1024,256,0.8,0.75,0.01,0.0
philow_shall_gpno_s06_c512h256,chronos-2:autogluon/chronos-2,0.7527100493901702,0.7188704065406097,0.9658203125,1024,256,1.2,1.14,0.04,0.0
philow_shall_gpno_s06_c512h64,chronos-2:autogluon/chronos-2,0.7064890563765247,0.6664417130282142,0.994140625,1024,256,0.9,0.84,0.01,0.0
philow_shall_gpno_s07_c512h1024,chronos-2:autogluon/chronos-2,0.8087075611847889,0.7709382907127575,0.9423828125,1024,256,2.5,2.28,0.15,0.0
philow_shall_gpno_s07_c512h16,chronos-2:autogluon/chronos-2,0.6999802808149753,0.6490883244164605,0.9873046875,1024,256,0.8,0.76,0.01,0.0
philow_shall_gpno_s07_c512h256,chronos-2:autogluon/chronos-2,0.7555536360345957,0.7217894443703412,0.9560546875,1024,256,1.3,1.18,0.04,0.0
philow_shall_gpno_s07_c512h64,chronos-2:autogluon/chronos-2,0.7040391617156185,0.6644420446557355,0.9892578125,1024,256,0.9,0.84,0.01,0.0
philow_shhalf_gpfull_s00_c512h1024,chronos-2:autogluon/chronos-2,0.8250705022661083,0.7839123088163791,0.9326171875,1024,256,2.5,2.28,0.15,0.0
philow_shhalf_gpfull_s00_c512h16,chronos-2:autogluon/chronos-2,0.6936380614153111,0.6378743986703501,0.986328125,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gpfull_s00_c512h256,chronos-2:autogluon/chronos-2,0.7485471965300952,0.7118102768176454,0.97265625,1024,256,1.2,1.12,0.04,0.0
philow_shhalf_gpfull_s00_c512h64,chronos-2:autogluon/chronos-2,0.7000241051025873,0.6542116816525594,0.9951171875,1024,256,0.9,0.83,0.01,0.0
philow_shhalf_gpfull_s01_c512h1024,chronos-2:autogluon/chronos-2,0.805063692152739,0.7641774498817366,0.9443359375,1024,256,2.6,2.38,0.15,0.0
philow_shhalf_gpfull_s01_c512h16,chronos-2:autogluon/chronos-2,0.6946052796063418,0.647852340420386,0.982421875,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gpfull_s01_c512h256,chronos-2:autogluon/chronos-2,0.751872656880703,0.7151137718389651,0.9658203125,1024,256,1.2,1.12,0.04,0.0
philow_shhalf_gpfull_s01_c512h64,chronos-2:autogluon/chronos-2,0.6957186142398617,0.6565974257030646,0.9921875,1024,256,0.9,0.83,0.01,0.0
philow_shhalf_gpfull_s02_c512h1024,chronos-2:autogluon/chronos-2,0.807376253313087,0.7727771123336376,0.9423828125,1024,256,2.5,2.27,0.15,0.0
philow_shhalf_gpfull_s02_c512h16,chronos-2:autogluon/chronos-2,0.6951509365321071,0.654152853351316,0.9892578125,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gpfull_s02_c512h256,chronos-2:autogluon/chronos-2,0.751600514452431,0.7172900235474625,0.9658203125,1024,256,1.4,1.28,0.04,0.0
philow_shhalf_gpfull_s02_c512h64,chronos-2:autogluon/chronos-2,0.6990895476356336,0.6655581950758164,0.9892578125,1024,256,0.9,0.83,0.01,0.0
philow_shhalf_gpfull_s03_c512h1024,chronos-2:autogluon/chronos-2,0.8016526946013438,0.7606725675269219,0.953125,1024,256,2.5,2.28,0.15,0.0
philow_shhalf_gpfull_s03_c512h16,chronos-2:autogluon/chronos-2,0.6943601205763272,0.6404073968376525,0.9921875,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gpfull_s03_c512h256,chronos-2:autogluon/chronos-2,0.7497917258088953,0.7116122476074886,0.9677734375,1024,256,1.2,1.13,0.04,0.0
philow_shhalf_gpfull_s03_c512h64,chronos-2:autogluon/chronos-2,0.7004516016313102,0.6600435002269993,0.990234375,1024,256,0.9,0.84,0.01,0.0
philow_shhalf_gpfull_s04_c512h1024,chronos-2:autogluon/chronos-2,0.8129750080854397,0.7778743435633632,0.9306640625,1024,256,3.9,3.69,0.15,0.0
philow_shhalf_gpfull_s04_c512h16,chronos-2:autogluon/chronos-2,0.7017361638089745,0.6553109185156145,0.9853515625,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gpfull_s04_c512h256,chronos-2:autogluon/chronos-2,0.7559150762703568,0.7240554381909324,0.955078125,1024,256,1.2,1.14,0.05,0.0
philow_shhalf_gpfull_s04_c512h64,chronos-2:autogluon/chronos-2,0.7049585520478796,0.6705467374946708,0.9892578125,1024,256,0.9,0.84,0.02,0.0
philow_shhalf_gpfull_s05_c512h1024,chronos-2:autogluon/chronos-2,0.805943533201483,0.7707063391826411,0.943359375,1024,256,2.5,2.33,0.15,0.0
philow_shhalf_gpfull_s05_c512h16,chronos-2:autogluon/chronos-2,0.7009035843153689,0.6502737183312695,0.9892578125,1024,256,0.8,0.75,0.01,0.0
philow_shhalf_gpfull_s05_c512h256,chronos-2:autogluon/chronos-2,0.7552980840937283,0.7217470686775591,0.9619140625,1024,256,1.2,1.12,0.04,0.0
philow_shhalf_gpfull_s05_c512h64,chronos-2:autogluon/chronos-2,0.7060746876129064,0.6653580721634152,0.99609375,1024,256,0.9,0.84,0.01,0.0
philow_shhalf_gpfull_s06_c512h1024,chronos-2:autogluon/chronos-2,0.7983919626228588,0.7577250789163048,0.95703125,1024,256,2.5,2.28,0.15,0.0
philow_shhalf_gpfull_s06_c512h16,chronos-2:autogluon/chronos-2,0.6924667948174947,0.646008089539198,0.98828125,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gpfull_s06_c512h256,chronos-2:autogluon/chronos-2,0.7464260872381151,0.7121054525750403,0.966796875,1024,256,1.3,1.2,0.04,0.0
philow_shhalf_gpfull_s06_c512h64,chronos-2:autogluon/chronos-2,0.7010224402321009,0.6644633554702732,0.98828125,1024,256,0.9,0.83,0.01,0.0
philow_shhalf_gpfull_s07_c512h1024,chronos-2:autogluon/chronos-2,0.8052717222472106,0.767800940531929,0.9453125,1024,256,2.5,2.28,0.15,0.0
philow_shhalf_gpfull_s07_c512h16,chronos-2:autogluon/chronos-2,0.694561886350672,0.6469250686624196,0.990234375,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gpfull_s07_c512h256,chronos-2:autogluon/chronos-2,0.7547483110682492,0.723601646582682,0.9541015625,1024,256,1.2,1.12,0.04,0.0
philow_shhalf_gpfull_s07_c512h64,chronos-2:autogluon/chronos-2,0.7036365931411781,0.6650084630046812,0.9931640625,1024,256,0.9,0.83,0.01,0.0
philow_shhalf_gphalf_s00_c512h1024,chronos-2:autogluon/chronos-2,0.817230875108603,0.7790187702726841,0.927734375,1024,256,2.5,2.28,0.16,0.0
philow_shhalf_gphalf_s00_c512h16,chronos-2:autogluon/chronos-2,0.6911968363664809,0.6480471036816635,0.9873046875,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gphalf_s00_c512h256,chronos-2:autogluon/chronos-2,0.7539920294898967,0.7174698184147313,0.958984375,1024,256,1.2,1.12,0.04,0.0
philow_shhalf_gphalf_s00_c512h64,chronos-2:autogluon/chronos-2,0.6999560165046206,0.6611026114810501,0.9931640625,1024,256,0.9,0.83,0.01,0.0
philow_shhalf_gphalf_s01_c512h1024,chronos-2:autogluon/chronos-2,0.8109381014206498,0.7742083051337393,0.927734375,1024,256,2.5,2.32,0.15,0.0
philow_shhalf_gphalf_s01_c512h16,chronos-2:autogluon/chronos-2,0.6991363762313413,0.6461331906790266,0.9853515625,1024,256,0.9,0.75,0.01,0.0
philow_shhalf_gphalf_s01_c512h256,chronos-2:autogluon/chronos-2,0.7634721505327808,0.7302946702371704,0.9482421875,1024,256,1.3,1.24,0.04,0.0
philow_shhalf_gphalf_s01_c512h64,chronos-2:autogluon/chronos-2,0.7078946355453986,0.6650687881573109,0.9921875,1024,256,0.9,0.83,0.01,0.0
philow_shhalf_gphalf_s02_c512h1024,chronos-2:autogluon/chronos-2,0.8067738331538228,0.7701342584639939,0.9501953125,1024,256,3.9,3.68,0.15,0.0
philow_shhalf_gphalf_s02_c512h16,chronos-2:autogluon/chronos-2,0.6995536183759441,0.6444572759509514,0.990234375,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gphalf_s02_c512h256,chronos-2:autogluon/chronos-2,0.7504041257940506,0.71447749671913,0.96875,1024,256,1.2,1.14,0.04,0.0
philow_shhalf_gphalf_s02_c512h64,chronos-2:autogluon/chronos-2,0.7059714852072492,0.6616951259023911,0.9951171875,1024,256,0.9,0.83,0.01,0.0
philow_shhalf_gphalf_s03_c512h1024,chronos-2:autogluon/chronos-2,0.8120916845307146,0.776331049422616,0.951171875,1024,256,2.6,2.38,0.15,0.0
philow_shhalf_gphalf_s03_c512h16,chronos-2:autogluon/chronos-2,0.6906694462850781,0.6521273793417678,0.984375,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gphalf_s03_c512h256,chronos-2:autogluon/chronos-2,0.7581018156967584,0.7255173000118336,0.9560546875,1024,256,1.2,1.15,0.04,0.0
philow_shhalf_gphalf_s03_c512h64,chronos-2:autogluon/chronos-2,0.7001157887600764,0.6645480443418119,0.994140625,1024,256,0.9,0.83,0.01,0.0
philow_shhalf_gphalf_s04_c512h1024,chronos-2:autogluon/chronos-2,0.8153520025544291,0.7760304149698185,0.927734375,1024,256,2.5,2.28,0.15,0.0
philow_shhalf_gphalf_s04_c512h16,chronos-2:autogluon/chronos-2,0.702338602667627,0.6471041689192398,0.986328125,1024,256,0.8,0.75,0.01,0.0
philow_shhalf_gphalf_s04_c512h256,chronos-2:autogluon/chronos-2,0.7580794247286026,0.7214762742553582,0.9560546875,1024,256,1.2,1.12,0.04,0.0
philow_shhalf_gphalf_s04_c512h64,chronos-2:autogluon/chronos-2,0.7072968989703401,0.6652568673070954,0.9892578125,1024,256,0.9,0.83,0.01,0.0
philow_shhalf_gphalf_s05_c512h1024,chronos-2:autogluon/chronos-2,0.8034915858839156,0.7666163776769929,0.9482421875,1024,256,2.5,2.29,0.15,0.0
philow_shhalf_gphalf_s05_c512h16,chronos-2:autogluon/chronos-2,0.7057345868240084,0.6475518552132056,0.98828125,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gphalf_s05_c512h256,chronos-2:autogluon/chronos-2,0.7517768826598404,0.7154369745656588,0.9697265625,1024,256,1.3,1.21,0.04,0.0
philow_shhalf_gphalf_s05_c512h64,chronos-2:autogluon/chronos-2,0.6990634595777279,0.6594403682329724,0.9921875,1024,256,0.9,0.83,0.01,0.0
philow_shhalf_gphalf_s06_c512h1024,chronos-2:autogluon/chronos-2,0.8138532028140321,0.7767306505493261,0.927734375,1024,256,2.5,2.29,0.15,0.0
philow_shhalf_gphalf_s06_c512h16,chronos-2:autogluon/chronos-2,0.6993584397670765,0.6540894481660162,0.990234375,1024,256,0.8,0.75,0.01,0.0
philow_shhalf_gphalf_s06_c512h256,chronos-2:autogluon/chronos-2,0.7584042330026942,0.7224596779190803,0.9599609375,1024,256,1.4,1.28,0.04,0.0
philow_shhalf_gphalf_s06_c512h64,chronos-2:autogluon/chronos-2,0.7083289212954536,0.6701818705020894,0.994140625,1024,256,0.9,0.84,0.01,0.0
philow_shhalf_gphalf_s07_c512h1024,chronos-2:autogluon/chronos-2,0.8084901619028384,0.7687814680413347,0.94140625,1024,256,2.6,2.38,0.15,0.0
philow_shhalf_gphalf_s07_c512h16,chronos-2:autogluon/chronos-2,0.695863601154397,0.6494968238139183,0.984375,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gphalf_s07_c512h256,chronos-2:autogluon/chronos-2,0.7500219964176522,0.7139131044026502,0.966796875,1024,256,1.2,1.12,0.04,0.0
philow_shhalf_gphalf_s07_c512h64,chronos-2:autogluon/chronos-2,0.7000089362527577,0.6609598840596829,0.9912109375,1024,256,0.9,0.83,0.01,0.0
philow_shhalf_gpno_s00_c512h1024,chronos-2:autogluon/chronos-2,0.8103262282796528,0.7736256620060804,0.943359375,1024,256,3.8,2.27,0.15,0.0
philow_shhalf_gpno_s00_c512h16,chronos-2:autogluon/chronos-2,0.6980236652543593,0.6494229247410004,0.98828125,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gpno_s00_c512h256,chronos-2:autogluon/chronos-2,0.7499341517977927,0.714281182158357,0.96875,1024,256,1.4,1.28,0.04,0.0
philow_shhalf_gpno_s00_c512h64,chronos-2:autogluon/chronos-2,0.7023045733604097,0.6643014812318048,0.9892578125,1024,256,0.9,0.83,0.01,0.0
philow_shhalf_gpno_s01_c512h1024,chronos-2:autogluon/chronos-2,0.8088432810492769,0.7727630739852158,0.9482421875,1024,256,2.7,2.46,0.15,0.0
philow_shhalf_gpno_s01_c512h16,chronos-2:autogluon/chronos-2,0.7002762871385901,0.6419454595617728,0.990234375,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gpno_s01_c512h256,chronos-2:autogluon/chronos-2,0.7535089785866722,0.720576755001162,0.96484375,1024,256,1.2,1.14,0.04,0.0
philow_shhalf_gpno_s01_c512h64,chronos-2:autogluon/chronos-2,0.7061061934433064,0.6687123213874697,0.9931640625,1024,256,0.9,0.83,0.02,0.0
philow_shhalf_gpno_s02_c512h1024,chronos-2:autogluon/chronos-2,0.8166280704710012,0.7820391252952419,0.9267578125,1024,256,2.5,2.3,0.15,0.0
philow_shhalf_gpno_s02_c512h16,chronos-2:autogluon/chronos-2,0.7042361768734671,0.6499144023014618,0.9873046875,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gpno_s02_c512h256,chronos-2:autogluon/chronos-2,0.760001916692142,0.7309882086821882,0.953125,1024,256,1.4,1.3,0.04,0.0
philow_shhalf_gpno_s02_c512h64,chronos-2:autogluon/chronos-2,0.7087878011451607,0.6716559238667539,0.98828125,1024,256,0.9,0.83,0.01,0.0
philow_shhalf_gpno_s03_c512h1024,chronos-2:autogluon/chronos-2,0.8115706851331987,0.7788747871274733,0.92578125,1024,256,2.5,2.31,0.15,0.0
philow_shhalf_gpno_s03_c512h16,chronos-2:autogluon/chronos-2,0.6891174728611575,0.646254294816993,0.9892578125,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gpno_s03_c512h256,chronos-2:autogluon/chronos-2,0.7577139994413213,0.729143619336193,0.9501953125,1024,256,1.2,1.12,0.04,0.0
philow_shhalf_gpno_s03_c512h64,chronos-2:autogluon/chronos-2,0.7014262737591337,0.6666157637456304,0.9892578125,1024,256,0.9,0.83,0.01,0.0
philow_shhalf_gpno_s04_c512h1024,chronos-2:autogluon/chronos-2,0.8344121162357068,0.8013435506007771,0.9375,1024,256,2.5,2.28,0.15,0.0
philow_shhalf_gpno_s04_c512h16,chronos-2:autogluon/chronos-2,0.6966392008764871,0.6443696996397902,0.98828125,1024,256,0.8,0.75,0.01,0.0
philow_shhalf_gpno_s04_c512h256,chronos-2:autogluon/chronos-2,0.7556239458552657,0.7227420826347589,0.9599609375,1024,256,1.2,1.12,0.04,0.0
philow_shhalf_gpno_s04_c512h64,chronos-2:autogluon/chronos-2,0.702524188698191,0.6638481147521196,0.99609375,1024,256,0.9,0.83,0.01,0.0
philow_shhalf_gpno_s05_c512h1024,chronos-2:autogluon/chronos-2,0.821443568335728,0.787116414073367,0.9248046875,1024,256,2.5,2.34,0.15,0.0
philow_shhalf_gpno_s05_c512h16,chronos-2:autogluon/chronos-2,0.6989433113473855,0.6475746122633956,0.9931640625,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gpno_s05_c512h256,chronos-2:autogluon/chronos-2,0.7557347586440494,0.7258394918967137,0.9541015625,1024,256,1.2,1.14,0.04,0.0
philow_shhalf_gpno_s05_c512h64,chronos-2:autogluon/chronos-2,0.7022868345841768,0.6649419091833284,0.990234375,1024,256,0.9,0.83,0.02,0.0
philow_shhalf_gpno_s06_c512h1024,chronos-2:autogluon/chronos-2,0.8021420068547875,0.763835603351297,0.94140625,1024,256,2.6,2.45,0.15,0.0
philow_shhalf_gpno_s06_c512h16,chronos-2:autogluon/chronos-2,0.7002552343339724,0.6475960851768765,0.9892578125,1024,256,0.8,0.76,0.01,0.0
philow_shhalf_gpno_s06_c512h256,chronos-2:autogluon/chronos-2,0.7520631860105309,0.717917786439928,0.9638671875,1024,256,2.6,2.48,0.04,0.0
philow_shhalf_gpno_s06_c512h64,chronos-2:autogluon/chronos-2,0.7010668865788307,0.6635879748402449,0.994140625,1024,256,0.9,0.83,0.01,0.0
philow_shhalf_gpno_s07_c512h1024,chronos-2:autogluon/chronos-2,0.808672751118612,0.7742942908651423,0.9453125,1024,256,2.5,2.3,0.15,0.0
philow_shhalf_gpno_s07_c512h16,chronos-2:autogluon/chronos-2,0.6949357621926797,0.6454223097024221,0.9833984375,1024,256,0.8,0.75,0.01,0.0
philow_shhalf_gpno_s07_c512h256,chronos-2:autogluon/chronos-2,0.7608176382261453,0.7268340725513585,0.95703125,1024,256,1.3,1.21,0.04,0.0
philow_shhalf_gpno_s07_c512h64,chronos-2:autogluon/chronos-2,0.7072104998297418,0.6645319698336143,0.99609375,1024,256,0.9,0.83,0.01,0.0
philow_shnone_gpfull_s00_c512h1024,chronos-2:autogluon/chronos-2,0.8367602303374047,0.8015111810472128,0.9228515625,1024,256,2.5,2.27,0.16,0.0
philow_shnone_gpfull_s00_c512h16,chronos-2:autogluon/chronos-2,0.6936046384447485,0.6377086476233267,0.990234375,1024,256,0.8,0.76,0.01,0.0
philow_shnone_gpfull_s00_c512h256,chronos-2:autogluon/chronos-2,0.7454387723854461,0.7092624771557303,0.96875,1024,256,1.2,1.11,0.04,0.0
philow_shnone_gpfull_s00_c512h64,chronos-2:autogluon/chronos-2,0.6943491361206109,0.6509611585152504,0.9931640625,1024,256,0.9,0.83,0.02,0.0
philow_shnone_gpfull_s01_c512h1024,chronos-2:autogluon/chronos-2,0.8061453349345018,0.7641429937983198,0.9345703125,1024,256,2.5,2.27,0.15,0.0
philow_shnone_gpfull_s01_c512h16,chronos-2:autogluon/chronos-2,0.6904299372920027,0.6386286173175235,0.984375,1024,256,0.8,0.76,0.01,0.0
philow_shnone_gpfull_s01_c512h256,chronos-2:autogluon/chronos-2,0.7357024980290898,0.6946594808301119,0.9814453125,1024,256,1.3,1.19,0.04,0.0
philow_shnone_gpfull_s01_c512h64,chronos-2:autogluon/chronos-2,0.6900433370585656,0.6493136217595508,0.9931640625,1024,256,0.9,0.83,0.01,0.0
philow_shnone_gpfull_s02_c512h1024,chronos-2:autogluon/chronos-2,0.8011647606494339,0.7670836591356724,0.9423828125,1024,256,2.5,2.27,0.15,0.0
philow_shnone_gpfull_s02_c512h16,chronos-2:autogluon/chronos-2,0.6873755933358973,0.6449476267864486,0.9892578125,1024,256,0.8,0.75,0.01,0.0
philow_shnone_gpfull_s02_c512h256,chronos-2:autogluon/chronos-2,0.7434537093981148,0.7146648008937664,0.9638671875,1024,256,1.2,1.15,0.04,0.0
philow_shnone_gpfull_s02_c512h64,chronos-2:autogluon/chronos-2,0.689145016284596,0.6582659741270924,0.9921875,1024,256,0.9,0.83,0.01,0.0
philow_shnone_gpfull_s03_c512h1024,chronos-2:autogluon/chronos-2,0.8091189622479825,0.7730772816475631,0.9365234375,1024,256,2.5,2.27,0.15,0.0
philow_shnone_gpfull_s03_c512h16,chronos-2:autogluon/chronos-2,0.6882921044246895,0.6420501173301914,0.9931640625,1024,256,0.8,0.75,0.01,0.0
philow_shnone_gpfull_s03_c512h256,chronos-2:autogluon/chronos-2,0.7447447692115112,0.710552672812327,0.9560546875,1024,256,1.3,1.19,0.04,0.0
philow_shnone_gpfull_s03_c512h64,chronos-2:autogluon/chronos-2,0.6970009205343918,0.6574922905006386,0.9912109375,1024,256,0.9,0.83,0.01,0.0
philow_shnone_gpfull_s04_c512h1024,chronos-2:autogluon/chronos-2,0.8077591677543139,0.7677972929683864,0.935546875,1024,256,2.5,2.29,0.15,0.0
philow_shnone_gpfull_s04_c512h16,chronos-2:autogluon/chronos-2,0.6933885210969797,0.6485846373183896,0.990234375,1024,256,0.8,0.76,0.01,0.0
philow_shnone_gpfull_s04_c512h256,chronos-2:autogluon/chronos-2,0.7458417612083444,0.7111671906462855,0.958984375,1024,256,2.6,2.48,0.04,0.0
philow_shnone_gpfull_s04_c512h64,chronos-2:autogluon/chronos-2,0.6969199220833141,0.6607120822042845,0.9951171875,1024,256,0.9,0.83,0.01,0.0
philow_shnone_gpfull_s05_c512h1024,chronos-2:autogluon/chronos-2,0.8002608669501439,0.7625179554773973,0.9443359375,1024,256,2.5,2.27,0.15,0.0
